Frequency,XinV,YinV,RinV,outputphase
1.8,0.000121117,0.000999458,0.00100709,83.046
1.8,0.00011921,0.00100232,0.00100899,83.178
1.8,0.000121117,0.00100518,0.00101281,83.088
1.8,0.000125886,0.00100423,0.00101186,82.854
1.8,0.000125886,0.00100041,0.00100804,82.788
1.8,0.000122071,0.000998504,0.00100613,83.004
1.8,0.00011921,0.00100232,0.00100899,83.178
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123979,0.00100518,0.00101281,82.932
1.8,0.00012684,0.00100137,0.00100899,82.758
1.8,0.000124932,0.000998504,0.00100709,82.854
1.8,0.000121117,0.000999458,0.00100709,83.046
1.8,0.00011921,0.00100327,0.0010109,83.184
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000125886,0.00100327,0.0010109,82.806
1.8,0.000125886,0.000998504,0.00100709,82.812
1.8,0.000122071,0.000998504,0.00100518,82.998
1.8,0.000121117,0.00100137,0.00100899,83.094
1.8,0.000122071,0.00100423,0.00101186,83.04
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.000127793,0.00100041,0.00100804,82.71
1.8,0.000123979,0.000996597,0.00100518,82.878
1.8,0.00011921,0.000998504,0.00100613,83.154
1.8,0.00011921,0.00100327,0.0010109,83.184
1.8,0.000123979,0.00100423,0.00101186,82.926
1.8,0.00012684,0.00100137,0.00100899,82.758
1.8,0.000124932,0.000998504,0.00100613,82.848
1.8,0.000121117,0.00100041,0.00100709,83.088
1.8,0.00011921,0.00100327,0.00100995,83.262
1.8,0.000123025,0.00100518,0.00101281,83.01
1.8,0.00012684,0.00100327,0.00101186,82.77
1.8,0.000125886,0.000998504,0.00100709,82.776
1.8,0.000122071,0.000998504,0.00100613,83.004
1.8,0.000120163,0.00100232,0.00100899,83.136
1.8,0.000122071,0.00100518,0.00101186,83.046
1.8,0.000125886,0.00100423,0.00101186,82.812
1.8,0.00012684,0.00100041,0.00100804,82.746
1.8,0.000123979,0.000997551,0.00100518,82.878
1.8,0.000122071,0.00100041,0.00100709,83.01
1.8,0.000124932,0.00100423,0.00101186,82.89
1.8,0.000129701,0.00100327,0.00101186,82.62
1.8,0.000129701,0.000999458,0.00100804,82.59
1.8,0.000127793,0.000996597,0.00100423,82.68
1.8,0.000123979,0.000996597,0.00100518,82.914
1.8,0.000123979,0.00100232,0.00100899,82.95
1.8,0.000125886,0.00100423,0.00101186,82.854
1.8,0.000125886,0.00100232,0.00100995,82.836
1.8,0.000123979,0.000998504,0.00100709,82.89
1.8,0.000121117,0.000999458,0.00100709,83.082
1.8,0.000121117,0.00100327,0.0010109,83.07
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.000125886,0.00100232,0.00100995,82.836
1.8,0.000122071,0.00100327,0.00100995,83.028
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000125886,0.00100518,0.00101376,82.824
1.8,0.000127793,0.00100137,0.00100899,82.722
1.8,0.000124932,0.000999458,0.00100709,82.854
1.8,0.000120163,0.00100041,0.00100804,83.13
1.8,0.000121117,0.00100518,0.00101186,83.082
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.00012684,0.00100041,0.00100899,82.752
1.8,0.000123979,0.000998504,0.00100613,82.884
1.8,0.000121117,0.00100041,0.00100709,83.088
1.8,0.000121117,0.00100518,0.00101186,83.082
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.00012684,0.00100041,0.00100899,82.752
1.8,0.000123979,0.000998504,0.00100613,82.926
1.8,0.00011921,0.00100232,0.00100899,83.178
1.8,0.000120163,0.00100518,0.00101281,83.16
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.00012684,0.00100232,0.00100995,82.764
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.000121117,0.00100232,0.00100899,83.1
1.8,0.000122071,0.00100518,0.00101281,83.046
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.000125886,0.00100041,0.00100804,82.788
1.8,0.000123025,0.000997551,0.00100518,82.956
1.8,0.000120163,0.00100137,0.00100899,83.136
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.000125886,0.00100041,0.00100899,82.788
1.8,0.000123025,0.00100041,0.00100709,82.974
1.8,0.000121117,0.00100327,0.0010109,83.112
1.8,0.000123979,0.00100518,0.00101281,82.974
1.8,0.00012684,0.00100327,0.0010109,82.77
1.8,0.000127793,0.000999458,0.00100709,82.704
1.8,0.000124932,0.00100041,0.00100804,82.86
1.8,0.000124932,0.00100423,0.00101186,82.89
1.8,0.000127793,0.00100709,0.00101472,82.722
1.8,0.000131608,0.00100327,0.00101186,82.512
1.8,0.000129701,0.00100041,0.00100899,82.596
1.8,0.000125886,0.00100041,0.00100804,82.824
1.8,0.000124932,0.00100327,0.00101186,82.884
1.8,0.000127793,0.00100327,0.00101186,82.734
1.8,0.000127793,0.00100137,0.00100899,82.722
1.8,0.000124932,0.000999458,0.00100709,82.854
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.000122071,0.00100613,0.00101376,83.052
1.8,0.000125886,0.00100613,0.00101376,82.83
1.8,0.000127793,0.00100137,0.00100899,82.722
1.8,0.000123979,0.000998504,0.00100709,82.89
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000125886,0.00100709,0.00101472,82.83
1.8,0.000127793,0.00100327,0.0010109,82.728
1.8,0.000124932,0.00100041,0.00100804,82.86
1.8,0.000122071,0.00100137,0.00100899,83.022
1.8,0.000123025,0.00100327,0.0010109,82.998
1.8,0.000127793,0.00100518,0.00101281,82.746
1.8,0.000128747,0.00100137,0.00100899,82.644
1.8,0.000124932,0.00100041,0.00100899,82.866
1.8,0.000123025,0.00100423,0.00101186,83.004
1.8,0.000123979,0.00100709,0.00101376,82.98
1.8,0.00012684,0.00100613,0.00101376,82.788
1.8,0.00012684,0.00100232,0.00100995,82.764
1.8,0.000123025,0.000999458,0.00100709,82.968
1.8,0.000120163,0.00100041,0.00100804,83.13
1.8,0.000121117,0.00100518,0.00101186,83.082
1.8,0.000124932,0.00100613,0.00101376,82.902
1.8,0.00012684,0.00100327,0.00101186,82.77
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.000122071,0.00100327,0.00100995,83.028
1.8,0.000123979,0.00100518,0.00101281,82.974
1.8,0.00012684,0.00100518,0.00101376,82.788
1.8,0.00012684,0.00100232,0.00100995,82.764
1.8,0.000123979,0.000999458,0.00100709,82.896
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.000123979,0.00100518,0.00101186,82.968
1.8,0.000127793,0.00100518,0.00101376,82.746
1.8,0.000128747,0.00100232,0.00100995,82.65
1.8,0.000123979,0.00100041,0.00100804,82.896
1.8,0.000121117,0.00100327,0.00100995,83.07
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.00012684,0.00100613,0.00101376,82.788
1.8,0.00012684,0.00100327,0.0010109,82.77
1.8,0.000124932,0.00100137,0.00100899,82.872
1.8,0.000123979,0.00100423,0.00101186,82.962
1.8,0.000125886,0.00100709,0.00101567,82.836
1.8,0.000129701,0.00100709,0.00101567,82.644
1.8,0.000130654,0.00100423,0.00101281,82.59
1.8,0.000127793,0.00100232,0.00100995,82.728
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.000125886,0.00100709,0.00101472,82.872
1.8,0.000127793,0.00100613,0.00101376,82.752
1.8,0.00012684,0.00100327,0.0010109,82.77
1.8,0.000123979,0.00100137,0.00100899,82.944
1.8,0.000121117,0.00100327,0.0010109,83.07
1.8,0.000123025,0.00100709,0.00101376,83.022
1.8,0.00012684,0.00100709,0.00101472,82.794
1.8,0.000127793,0.00100327,0.0010109,82.692
1.8,0.000125886,0.00100041,0.00100804,82.788
1.8,0.000123979,0.00100327,0.00100995,82.956
1.8,0.000123025,0.00100518,0.00101186,83.004
1.8,0.000125886,0.00100518,0.00101376,82.86
1.8,0.00012684,0.00100327,0.0010109,82.77
1.8,0.000123979,0.00100041,0.00100804,82.896
1.8,0.000121117,0.00100041,0.00100804,83.094
1.8,0.000121117,0.00100518,0.00101186,83.082
1.8,0.000125886,0.00100709,0.00101472,82.872
1.8,0.000127793,0.00100423,0.00101186,82.704
1.8,0.00012684,0.00100041,0.00100899,82.752
1.8,0.000122071,0.00100041,0.00100804,83.016
1.8,0.000121117,0.00100423,0.00101186,83.112
1.8,0.000123979,0.00100518,0.00101376,82.938
1.8,0.00012684,0.00100518,0.00101281,82.782
1.8,0.00012684,0.00100041,0.00100899,82.752
1.8,0.000123025,0.00100041,0.00100709,82.974
1.8,0.000121117,0.00100327,0.0010109,83.07
1.8,0.000123979,0.00100709,0.00101376,82.98
1.8,0.00012684,0.00100518,0.00101376,82.788
1.8,0.00012684,0.00100232,0.00100995,82.764
1.8,0.000123025,0.00100137,0.00100899,82.98
1.8,0.00011921,0.00100327,0.0010109,83.184
1.8,0.000121117,0.00100613,0.00101376,83.088
1.8,0.000124932,0.00100518,0.00101376,82.896
1.8,0.000125886,0.00100327,0.0010109,82.806
1.8,0.000122071,0.00100041,0.00100709,83.01
1.8,0.00011921,0.00100327,0.0010109,83.184
1.8,0.000122071,0.00100709,0.00101472,83.064
1.8,0.000125886,0.00100709,0.00101472,82.83
1.8,0.00012684,0.00100327,0.00101186,82.77
1.8,0.000124932,0.00100041,0.00100899,82.866
1.8,0.000121117,0.00100327,0.00100995,83.106
1.8,0.000121117,0.00100613,0.00101376,83.13
1.8,0.000125886,0.00100709,0.00101567,82.878
1.8,0.000128747,0.00100518,0.00101281,82.668
1.8,0.00012684,0.00100232,0.00100995,82.764
1.8,0.000123979,0.00100423,0.00101186,82.962
1.8,0.000122071,0.00100899,0.00101567,83.07
1.8,0.000125886,0.00100995,0.00101853,82.854
1.8,0.000130654,0.00100709,0.00101567,82.614
1.8,0.000128747,0.00100327,0.00101186,82.662
1.8,0.000125886,0.00100423,0.00101186,82.854
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.000124932,0.00100709,0.00101472,82.908
1.8,0.00012684,0.00100518,0.00101281,82.782
1.8,0.000125886,0.00100232,0.00100995,82.8
1.8,0.000123025,0.00100232,0.00100899,82.986
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123979,0.00100804,0.00101567,82.992
1.8,0.000127793,0.00100613,0.00101376,82.752
1.8,0.000127793,0.00100137,0.00100899,82.68
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.000121117,0.00100423,0.00101186,83.076
1.8,0.000123025,0.00100804,0.00101567,83.028
1.8,0.000127793,0.00100709,0.00101472,82.758
1.8,0.00012684,0.00100327,0.00101186,82.77
1.8,0.000123025,0.00100137,0.00100899,82.98
1.8,0.000120163,0.00100327,0.0010109,83.148
1.8,0.000121117,0.00100709,0.00101472,83.1
1.8,0.000125886,0.00100709,0.00101472,82.872
1.8,0.000125886,0.00100327,0.00101186,82.812
1.8,0.000123979,0.00100232,0.00100995,82.914
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123025,0.00100709,0.00101472,83.022
1.8,0.000127793,0.00100709,0.00101472,82.758
1.8,0.000128747,0.00100327,0.0010109,82.656
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.000121117,0.00100327,0.0010109,83.112
1.8,0.000123979,0.00100709,0.00101472,82.986
1.8,0.000125886,0.00100613,0.00101376,82.83
1.8,0.000125886,0.00100232,0.00100995,82.836
1.8,0.000123025,0.00100327,0.00100995,82.992
1.8,0.000123979,0.00100518,0.00101281,82.974
1.8,0.000125886,0.00100709,0.00101567,82.878
1.8,0.00012684,0.00100423,0.00101186,82.776
1.8,0.000124932,0.00100137,0.00100899,82.872
1.8,0.000122071,0.00100327,0.00100995,83.028
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000125886,0.00100613,0.00101376,82.83
1.8,0.000127793,0.00100327,0.0010109,82.728
1.8,0.000124932,0.00100041,0.00100804,82.86
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.00012684,0.00100518,0.00101281,82.782
1.8,0.000124932,0.00100327,0.00101186,82.884
1.8,0.000121117,0.00100518,0.00101281,83.088
1.8,0.000123025,0.00100899,0.00101567,83.034
1.8,0.000125886,0.00100899,0.00101758,82.854
1.8,0.000127793,0.00100709,0.00101472,82.758
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.000121117,0.00100518,0.00101281,83.088
1.8,0.000123979,0.00100709,0.00101472,82.986
1.8,0.000125886,0.00100613,0.00101376,82.866
1.8,0.000125886,0.00100327,0.00101186,82.848
1.8,0.000123025,0.00100232,0.00100899,82.986
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123979,0.00100709,0.00101472,82.986
1.8,0.00012684,0.00100709,0.00101567,82.8
1.8,0.00012684,0.00100423,0.00101186,82.776
1.8,0.000123025,0.00100327,0.00100995,82.992
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000123025,0.00100804,0.00101567,83.028
1.8,0.000125886,0.00100709,0.00101472,82.83
1.8,0.000125886,0.00100423,0.00101186,82.854
1.8,0.000123025,0.00100327,0.0010109,82.998
1.8,0.000121117,0.00100709,0.00101376,83.094
1.8,0.000123979,0.00100804,0.00101567,82.992
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.000123979,0.00100137,0.00100899,82.908
1.8,0.000121117,0.00100327,0.0010109,83.07
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000123979,0.00100613,0.00101376,82.98
1.8,0.000124932,0.00100327,0.00101186,82.884
1.8,0.000123979,0.00100137,0.00100899,82.908
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.000121117,0.00100423,0.00101186,83.112
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.000125886,0.00100232,0.00100995,82.8
1.8,0.000123979,0.00100041,0.00100804,82.896
1.8,0.000121117,0.00100327,0.00100995,83.106
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000123979,0.00100613,0.00101376,82.98
1.8,0.000124932,0.00100232,0.00100995,82.878
1.8,0.000123979,0.00100041,0.00100709,82.938
1.8,0.000120163,0.00100232,0.00100899,83.136
1.8,0.000121117,0.00100518,0.00101281,83.088
1.8,0.000125886,0.00100709,0.00101472,82.872
1.8,0.00012684,0.00100327,0.00101186,82.77
1.8,0.000123025,0.00100232,0.00100899,82.986
1.8,0.000120163,0.00100423,0.00101186,83.154
1.8,0.000121117,0.00100709,0.00101472,83.1
1.8,0.000125886,0.00100709,0.00101567,82.878
1.8,0.000125886,0.00100518,0.00101376,82.824
1.8,0.000123025,0.00100423,0.00101186,83.004
1.8,0.00011921,0.00100709,0.00101376,83.208
1.8,0.000121117,0.00101186,0.00101853,83.166
1.8,0.000125886,0.0010109,0.00101853,82.896
1.8,0.000125886,0.00100709,0.00101567,82.836
1.8,0.000123025,0.00100423,0.00101186,83.004
1.8,0.000122071,0.00100518,0.00101281,83.046
1.8,0.000123979,0.00100709,0.00101376,82.98
1.8,0.000125886,0.00100613,0.00101376,82.83
1.8,0.00012684,0.00100327,0.00101186,82.77
1.8,0.000123025,0.00100137,0.00100899,82.98
1.8,0.000120163,0.00100137,0.00100899,83.136
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.00012684,0.00100518,0.00101281,82.782
1.8,0.000124932,0.00100137,0.00100899,82.872
1.8,0.000121117,0.00100327,0.00100995,83.106
1.8,0.00011921,0.00100518,0.00101281,83.232
1.8,0.000121117,0.00100709,0.00101472,83.1
1.8,0.000125886,0.00100518,0.00101376,82.86
1.8,0.000125886,0.00100232,0.00100995,82.8
1.8,0.000122071,0.00100041,0.00100709,83.01
1.8,0.000120163,0.00100327,0.0010109,83.148
1.8,0.000121117,0.00100709,0.00101472,83.1
1.8,0.000124932,0.00100709,0.00101472,82.908
1.8,0.000125886,0.00100327,0.00101186,82.848
1.8,0.000123025,0.00100041,0.00100804,82.98
1.8,0.000118256,0.00100232,0.00100899,83.25
1.8,0.000118256,0.00100518,0.00101186,83.274
1.8,0.000122071,0.00100709,0.00101376,83.058
1.8,0.000125886,0.00100518,0.00101376,82.824
1.8,0.000125886,0.00100137,0.00100899,82.794
1.8,0.000123025,0.00100041,0.00100709,82.974
1.8,0.000120163,0.00100327,0.0010109,83.148
1.8,0.000121117,0.00100613,0.00101376,83.088
1.8,0.000124932,0.00100709,0.00101472,82.908
1.8,0.00012684,0.00100423,0.00101186,82.776
1.8,0.000124932,0.00100137,0.00100899,82.872
1.8,0.000121117,0.00100041,0.00100709,83.088
1.8,0.00011921,0.00100423,0.00101186,83.226
1.8,0.000121117,0.00100804,0.00101567,83.142
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.00012684,0.00100137,0.00100899,82.758
1.8,0.000124932,0.000998504,0.00100709,82.854
1.8,0.000121117,0.000999458,0.00100709,83.046
1.8,0.000120163,0.00100423,0.00101186,83.154
1.8,0.000122071,0.00100709,0.00101376,83.058
1.8,0.000124932,0.00100709,0.00101472,82.908
1.8,0.000127793,0.00100327,0.00101186,82.734
1.8,0.000125886,0.00100041,0.00100804,82.788
1.8,0.000122071,0.00100041,0.00100709,83.01
1.8,0.00011921,0.00100327,0.0010109,83.22
1.8,0.00011921,0.00100804,0.00101567,83.214
1.8,0.000123979,0.00100804,0.00101567,82.992
1.8,0.000124932,0.00100613,0.00101376,82.902
1.8,0.000123979,0.00100423,0.00101186,82.926
1.8,0.000121117,0.00100327,0.00100995,83.106
1.8,0.000118256,0.00100613,0.00101281,83.28
1.8,0.000118256,0.00100995,0.00101662,83.304
1.8,0.000121117,0.0010109,0.00101853,83.124
1.8,0.000123979,0.00100899,0.00101567,82.998
1.8,0.000123979,0.00100518,0.00101376,82.938
1.8,0.000122071,0.00100327,0.00100995,83.028
1.8,0.000120163,0.00100327,0.00100995,83.142
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000123025,0.00100709,0.00101472,83.022
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.000124932,0.00100327,0.00101186,82.884
1.8,0.000123979,0.00100041,0.00100804,82.938
1.8,0.000121117,0.00100041,0.00100804,83.094
1.8,0.000118256,0.00100327,0.00100899,83.256
1.8,0.000118256,0.00100613,0.00101281,83.28
1.8,0.000121117,0.00100709,0.00101472,83.136
1.8,0.000124932,0.00100613,0.00101376,82.902
1.8,0.00012684,0.00100232,0.00100995,82.764
1.8,0.000123979,0.000998504,0.00100709,82.89
1.8,0.000120163,0.000998504,0.00100613,83.118
1.8,0.000118256,0.00100327,0.00100899,83.256
1.8,0.000120163,0.00100613,0.00101376,83.166
1.8,0.000123979,0.00100613,0.00101376,82.98
1.8,0.000125886,0.00100423,0.00101186,82.812
1.8,0.000125886,0.00100041,0.00100899,82.788
1.8,0.000123979,0.00100041,0.00100804,82.896
1.8,0.000121117,0.00100041,0.00100804,83.094
1.8,0.00011921,0.00100327,0.0010109,83.22
1.8,0.000120163,0.00100613,0.00101376,83.166
1.8,0.000123025,0.00100709,0.00101472,83.022
1.8,0.000125886,0.00100613,0.00101376,82.866
1.8,0.000125886,0.00100137,0.00100899,82.83
1.8,0.000123979,0.000999458,0.00100709,82.896
1.8,0.000121117,0.00100041,0.00100709,83.046
1.8,0.000120163,0.00100327,0.00100995,83.142
1.8,0.000121117,0.00100613,0.00101376,83.13
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.00012684,0.00100423,0.00101186,82.776
1.8,0.00012684,0.00100137,0.00100899,82.758
1.8,0.000124932,0.000998504,0.00100709,82.854
1.8,0.000122071,0.00100041,0.00100709,83.01
1.8,0.00011921,0.00100327,0.00100995,83.178
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000124932,0.00100613,0.00101376,82.902
1.8,0.000124932,0.00100423,0.00101186,82.89
1.8,0.000123979,0.00100232,0.00100899,82.95
1.8,0.000121117,0.00100232,0.00100899,83.064
1.8,0.00011921,0.00100327,0.00100995,83.178
1.8,0.00011921,0.00100518,0.00101186,83.19
1.8,0.000123025,0.00100709,0.00101472,83.022
1.8,0.00012684,0.00100709,0.00101472,82.794
1.8,0.000127793,0.00100423,0.00101186,82.74
1.8,0.00012684,0.00100041,0.00100899,82.752
1.8,0.000122071,0.000998504,0.00100518,82.998
1.8,0.000120163,0.000999458,0.00100709,83.118
1.8,0.000117302,0.00100232,0.00100899,83.286
1.8,0.00011921,0.00100518,0.00101281,83.232
1.8,0.000123025,0.00100709,0.00101376,83.022
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.00012684,0.00100041,0.00100804,82.746
1.8,0.000125886,0.000997551,0.00100518,82.806
1.8,0.000122071,0.000998504,0.00100613,83.004
1.8,0.00011921,0.00100041,0.00100804,83.202
1.8,0.000118256,0.00100518,0.00101186,83.268
1.8,0.000121117,0.00100709,0.00101376,83.13
1.8,0.000123025,0.00100709,0.00101376,83.022
1.8,0.000123979,0.00100423,0.00101186,82.926
1.8,0.000122071,0.00100041,0.00100804,83.016
1.8,0.00011921,0.00100041,0.00100709,83.202
1.8,0.000116349,0.00100041,0.00100709,83.352
1.8,0.000114441,0.00100423,0.0010109,83.49
1.8,0.000114441,0.00100804,0.00101472,83.478
1.8,0.000118256,0.00100899,0.00101567,83.298
1.8,0.000121117,0.00100709,0.00101472,83.1
1.8,0.000123979,0.00100518,0.00101186,82.968
1.8,0.000122071,0.00100232,0.00100899,83.022
1.8,0.000120163,0.00100041,0.00100804,83.13
1.8,0.00011921,0.00100137,0.00100899,83.172
1.8,0.00011921,0.00100327,0.0010109,83.184
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000123979,0.00100518,0.00101376,82.938
1.8,0.000127793,0.00100423,0.00101186,82.704
1.8,0.000127793,0.00100137,0.00100899,82.68
1.8,0.000125886,0.000998504,0.00100613,82.77
1.8,0.000123025,0.000997551,0.00100518,82.956
1.8,0.00011921,0.000998504,0.00100518,83.184
1.8,0.000118256,0.00100232,0.00100899,83.25
1.8,0.000120163,0.00100518,0.00101281,83.16
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000124932,0.00100518,0.00101376,82.896
1.8,0.000125886,0.00100327,0.00101186,82.812
1.8,0.00012684,0.00100041,0.00100804,82.746
1.8,0.000123979,0.000998504,0.00100613,82.92
1.8,0.000120163,0.000999458,0.00100709,83.118
1.8,0.000118256,0.00100327,0.00100899,83.256
1.8,0.00011921,0.00100518,0.00101281,83.232
1.8,0.000121117,0.00100709,0.00101376,83.094
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.000127793,0.00100137,0.00100899,82.722
1.8,0.000124932,0.000998504,0.00100613,82.848
1.8,0.000121117,0.000998504,0.00100518,83.034
1.8,0.00011921,0.00100041,0.00100709,83.202
1.8,0.000117302,0.00100327,0.00100995,83.298
1.8,0.00011921,0.00100613,0.00101376,83.238
1.8,0.000123025,0.00100899,0.00101567,83.034
1.8,0.00012684,0.00100709,0.00101472,82.794
1.8,0.000127793,0.00100423,0.00101186,82.704
1.8,0.000127793,0.00100232,0.00100995,82.686
1.8,0.000125886,0.000998504,0.00100613,82.806
1.8,0.000122071,0.000998504,0.00100518,82.998
1.8,0.00011921,0.000999458,0.00100709,83.16
1.8,0.00011921,0.00100327,0.00100995,83.214
1.8,0.00011921,0.00100518,0.00101281,83.196
1.8,0.000122071,0.00100709,0.00101376,83.058
1.8,0.000125886,0.00100709,0.00101472,82.872
1.8,0.000127793,0.00100518,0.00101281,82.704
1.8,0.000128747,0.00100232,0.00100995,82.65
1.8,0.00012684,0.000998504,0.00100709,82.74
1.8,0.000124932,0.000998504,0.00100613,82.848
1.8,0.000121117,0.000998504,0.00100613,83.04
1.9,0.000131608,0.00105954,0.00106717,82.902
1.9,0.000132562,0.00105859,0.00106717,82.824
1.9,0.000132562,0.00105668,0.00106526,82.812
1.9,0.000131608,0.00105572,0.00106431,82.878
1.9,0.000130654,0.00105572,0.00106431,82.95
1.9,0.000127793,0.00105763,0.00106526,83.064
1.9,0.000127793,0.00105859,0.00106717,83.112
1.9,0.000127793,0.00106049,0.00106812,83.082
